Unnamed: 0,Household sample weight (6 decimals),Number of household members,Sample strata for sampling errors,Stratification used in sample design,Region,Type of place of residence,Electricity,Radio,Television,Refrigerator,Mobile telephone,Computer,Microwave,Wealth index combined,Wealth index for urban/rural,Wealth index factor score combined (5 decimals),Wealth index factor score for urban/rural (5 decimals),Energy Use
20807,906232,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorer,middle,-36895,13100,0.0
20808,906232,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,richer,richest,68853,149426,0.0
20809,906232,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,1,middle,richer,-8913,49172,0.0
20810,906232,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,1,0,1,0,0,poorer,middle,-41947,6586,0.0
20811,906232,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,richer,richest,66559,146469,0.0
20812,906232,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,middle,-30315,21581,0.0
20813,906232,8,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,-24216,29444,0.0
20814,906232,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-33456,17532,0.0
20815,906232,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,richer,richest,74001,156063,1145.500967939032
20816,906232,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,-7349,51189,0.0
20817,906232,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,richer,richest,38139,109830,0.0
20818,906232,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,1,0,richest,richest,119766,215062,1064.934660020753
20819,906232,10,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richer,-4550,54797,1405.189708353626
20820,906232,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richest,19798,86186,868.1273970294436
20821,906232,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,0,1,0,1,0,0,middle,richer,-9750,48094,317.5413360816619
20822,906232,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,0,1,0,1,0,0,middle,richer,-13866,42788,240.65133182541047
20823,906232,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,poorer,middle,-37434,12404,977.4656941052906
20824,906232,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,middle,richer,-20430,34326,894.0
20825,906232,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorest,poorer,-81345,-44205,0.0
20826,906232,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,middle,richer,-1462,58779,894.0
20827,906232,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,poorer,middle,-54758,-9930,796.8232987108036
20828,906232,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,0,1,0,1,0,0,middle,richer,9768,73256,317.5413360816619
20829,906232,8,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,1,0,richest,richest,119288,214446,1285.200705092799
20830,898804,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,1,0,1,0,0,poorer,middle,-31548,19993,0.0
20831,898804,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,poorer,-61437,-18539,0.0
20832,898804,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorest,poorest,-101231,-69841,0.0
20833,898804,8,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorest,poorer,-87134,-51668,0.0
20834,898804,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,1,0,middle,richer,-21592,32827,0.0
20835,898804,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorest,poorest,-102407,-71357,0.0
20836,898804,9,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,1,0,1,0,0,middle,richer,-10830,46701,0.0
20837,898804,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,middle,-26624,26340,0.0
20838,898804,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,0,0,0,poorer,middle,-38513,11013,0.0
20839,898804,11,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,17389,83081,0.0
20840,898804,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-46240,1052,0.0
20841,898804,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,0,0,0,poorer,poorer,-59853,-16498,0.0
20842,898804,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,0,0,0,poorest,poorest,-90726,-56298,0.0
20843,898804,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,1,0,1,0,0,middle,middle,-29230,22981,0.0
20844,898804,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,1,0,1,0,0,poorest,poorer,-82981,-46313,0.0
20845,898804,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorer,middle,-45667,1791,0.0
20846,898804,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorest,poorest,-141510,-121768,0.0
20847,898804,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorest,poorest,-90223,-55650,0.0
20848,898804,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,middle,middle,-30440,21421,0.0
20849,898804,9,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,poorer,poorer,-70316,-29987,0.0
20850,898804,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,poorer,middle,-32611,18622,0.0
20851,898804,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-40973,7842,0.0
20852,898804,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,poorer,-61669,-18838,0.0
20853,898804,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,richer,richest,42603,115586,1218.3559157175907
20854,1439357,9,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,1,1,0,1,richest,richer,147934,90734,3327.8874525375554
20855,1439357,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,46291,-40081,677.5253052301479
20856,1439357,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorer,51967,-32776,132.100310824659
20857,1439357,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,103519,33571,738.1539678905639
20858,1439357,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,80691,4192,240.65133182541047
20859,1439357,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,59461,-23131,513.4681646836746
20860,1439357,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,1,0,richer,poorer,83113,7309,513.4681646836746
20861,1439357,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorest,44210,-42760,204.99928266609038
20862,1439357,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,0,1,0,0,1,0,0,middle,poorest,-5610,-106878,0.0
20863,1439357,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,65708,-15091,270.0
20864,1439357,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,1,1,0,0,richest,richer,144627,86478,2048.9605265697032
20865,1439357,9,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,1,1,0,1,richest,richer,147934,90734,3327.8874525375554
20866,1439357,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,0,1,0,0,1,0,0,middle,poorest,-12687,-115987,0.0
20867,1439357,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorest,40564,-47452,251.47327700695396
20868,1439357,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,49570,-35861,513.4681646836746
20869,1439357,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,1,1,richest,richest,175031,125608,864.9698613127673
20870,1439357,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,0,1,0,0,0,0,0,poorest,poorest,-77269,-199104,0.0
20871,1439357,7,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richest,middle,105893,36627,337.7372661640139
20872,1439357,6,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,69464,-10257,317.5413360816619
20873,1439357,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,middle,95639,23430,738.1539678905639
20874,1439357,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,88821,14655,155.0742779245997
20875,1439357,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorer,67226,-13138,974.0
20876,1439357,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorer,86068,11111,1064.934660020753
20877,1207129,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,middle,middle,-27713,24937,0.0
20878,1207129,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,middle,richer,-4718,54581,1118.285614631957
20879,1207129,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorest,poorest,-109519,-80526,0.0
20880,1207129,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorer,middle,-55978,-11502,0.0
20881,1207129,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,middle,middle,-29072,23185,894.0
20882,1207129,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,0,0,0,poorest,poorest,-109654,-80700,0.0
20883,1207129,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,richer,richest,39706,111852,1064.934660020753
20884,1207129,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,0,1,0,0,0,0,poorer,poorer,-58677,-14982,4.0
20885,1207129,14,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,0,0,0,1,0,0,poorer,poorer,-72970,-33408,379.6252175082673
20886,1207129,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,poorer,middle,-49126,-2668,977.4656941052906
20887,1207129,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richer,16391,81794,1064.934660020753
20888,1207129,8,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richest,20565,87175,1285.200705092799
20889,1207129,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,poorer,middle,-55426,-10791,0.0
20890,1207129,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorest,poorer,-79546,-41885,0.0
20891,1207129,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,0,0,0,0,0,0,middle,richer,-19769,35178,2.2973967099940698
20892,1207129,8,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-44545,3237,0.0
20893,1207129,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,richer,richest,58838,136515,868.1273970294436
20894,1207129,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richest,20758,87424,0.0
20895,1207129,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richer,-9332,48633,1145.500967939032
20896,1207129,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,richer,richest,75355,157808,559.416098883556
20897,1207129,3,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richer,-875,59535,868.1273970294436
20898,1207129,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richer,-967,59417,1218.3559157175907
20899,1207129,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,0,0,middle,richer,18,60687,1064.934660020753
20900,1258326,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,1,0,1,1,0,richest,richest,125370,222287,1064.934660020753
20901,1258326,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-44881,2804,0.0
20902,1258326,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-46635,543,0.0
20903,1258326,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,middle,richer,-19406,35646,0.0
20904,1258326,10,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,12069,76222,0.0
20905,1258326,8,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,poorer,middle,-35073,15448,0.0
20906,1258326,9,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,4123,65979,0.0
20907,1258326,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,poorer,-73950,-34671,0.0
20908,1258326,9,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,poorer,middle,-47846,-1019,0.0
20909,1258326,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-53486,-8289,0.0
20910,1258326,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,-23894,29859,0.0
20911,1258326,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,0,0,1,0,0,poorer,middle,-49479,-3124,0.0
20912,1258326,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,middle,-47620,-727,0.0
20913,1258326,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,poorer,poorer,-62879,-20398,0.0
20914,1258326,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,-13814,42854,0.0
20915,1258326,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,-4185,55268,0.0
20916,1258326,2,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,-8444,49778,0.0
20917,1258326,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,richer,richest,75610,158137,0.0
20918,1258326,1,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,14290,79086,0.0
20919,1258326,2,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,0,0,1,0,0,middle,richer,-13851,42807,0.0
20920,1258326,5,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,middle,-28323,24149,0.0
20921,1258326,6,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,0,1,0,1,0,0,poorer,middle,-45346,2204,0.0
20922,1258326,7,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richer,-20353,34425,0.0
20923,1258326,9,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,0,1,1,0,1,0,0,middle,richest,24902,92767,0.0
20924,1258326,4,uasin gishu: rural,uasin gishu: rural,uasin gishu,2,1,1,0,0,1,0,0,middle,richer,-16945,38818,894.0
20925,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,middle,97371,25659,513.4681646836746
20926,2927898,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,middle,poorest,7030,-90611,204.99928266609038
20927,2927898,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,1,richest,richer,151887,95822,1426.0
20928,2927898,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,118969,53456,974.0
20929,2927898,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,richer,148184,91056,974.0
20930,2927898,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,richer,140523,81197,974.0
20931,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richest,middle,102779,32619,513.4681646836746
20932,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,richer,150726,94327,559.416098883556
20933,2927898,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richest,middle,100675,29912,174.30740514869578
20934,2927898,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richest,middle,108246,39656,677.5253052301479
20935,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,middle,99961,28993,513.4681646836746
20936,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorer,68151,-11947,132.100310824659
20937,2927898,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,116674,50503,1064.934660020753
20938,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,83225,7453,155.0742779245997
20939,2927898,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,richer,129253,66692,738.1539678905639
20940,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorer,54537,-29468,132.100310824659
20941,2927898,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,middle,95485,23232,513.4681646836746
20942,1583727,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,middle,99287,28125,240.65133182541047
20943,1583727,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,0,1,0,0,1,0,0,poorer,poorest,-50630,-164819,0.0
20944,1583727,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,111016,43220,974.0
20945,1583727,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richest,middle,106432,37321,513.4681646836746
20946,1583727,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorer,86295,11404,204.99928266609038
20947,1583727,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorest,40660,-47328,132.100310824659
20948,1583727,7,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,108672,40203,1218.3559157175907
20949,1583727,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,0,0,0,richer,poorer,80769,4293,554.8213054635678
20950,1583727,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,richer,153023,97284,738.1539678905639
20951,1583727,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,middle,97770,26173,132.100310824659
20952,1583727,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,49204,-36332,295.20775996468507
20953,1583727,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richest,richer,128420,65620,155.0742779245997
20954,1583727,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,73360,-5243,677.5253052301479
20955,1583727,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,0,0,0,richest,middle,114121,47217,860.9969871975796
20956,1583727,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,middle,poorest,22556,-70628,132.100310824659
20957,1583727,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,1,1,0,0,richest,richer,161498,108190,240.65133182541047
20958,1583727,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,1,0,richest,richest,176973,128108,738.1539678905639
20959,1583727,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,1,0,richest,richer,166111,114128,738.1539678905639
20960,1583727,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorest,31949,-58539,1064.934660020753
20961,1860743,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,middle,93595,20799,1064.934660020753
20962,1860743,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorest,27442,-64340,1064.934660020753
20963,1860743,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorer,52274,-32380,204.99928266609038
20964,1860743,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,82828,6943,894.0
20965,1860743,7,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,1,richest,richer,128612,65866,1883.8234179370552
20966,1860743,6,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,49800,-35565,317.5413360816619
20967,1860743,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,0,1,1,0,1,0,0,poorer,poorest,-33636,-142948,0.0
20968,1860743,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,0,1,0,0,1,0,0,middle,poorest,-3979,-104779,0.0
20969,1860743,6,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,111376,43683,1145.500967939032
20970,1860743,5,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,0,0,0,poorest,poorest,-78345,-200489,4.3734482957731124
20971,1860743,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,1,1,0,1,richest,richer,159849,106069,2406.0
20972,1860743,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,1,1,0,0,richest,richest,186767,140713,1420.226422820243
20973,1860743,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,86501,11669,894.0
20974,1860743,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,57691,-25409,677.5253052301479
20975,1860743,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorer,65266,-15661,974.0
20976,1860743,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,middle,poorest,24078,-68670,204.99928266609038
20977,1860743,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richest,middle,100876,30170,894.0
20978,1860743,7,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorer,50272,-34957,1218.3559157175907
20979,1860743,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,112951,45711,974.0
20980,1860743,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,middle,95239,22916,868.1273970294436
20981,1860743,6,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,1,1,1,1,richest,richest,176044,126912,2829.646128194365
20982,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorest,28121,-63466,513.4681646836746
20983,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,55079,-28771,513.4681646836746
20984,845887,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,1,0,richest,middle,117209,51191,868.1273970294436
20985,845887,4,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorer,61879,-20020,974.0
20986,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,middle,poorest,20304,-73526,132.100310824659
20987,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,middle,poorest,-11409,-114342,132.100310824659
20988,845887,3,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorer,84900,9608,868.1273970294436
20989,845887,7,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,1,richest,middle,101580,31077,1883.8234179370552
20990,845887,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,middle,93430,20587,738.1539678905639
20991,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,poorer,54550,-29452,513.4681646836746
20992,845887,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,richer,poorer,45984,-40476,174.30740514869578
20993,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,1,0,1,0,0,richer,poorer,82713,6794,155.0742779245997
20994,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,0,0,0,1,0,0,middle,poorest,13355,-82470,132.100310824659
20995,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richest,middle,114837,48138,559.416098883556
20996,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,poorer,84571,9185,559.416098883556
20997,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,0,richer,middle,96973,25147,513.4681646836746
20998,845887,2,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,1,0,1,0,0,richer,middle,95233,22907,738.1539678905639
20999,845887,1,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,1,1,0,0,1,0,1,richer,poorer,56377,-27100,819.0219271128859
21000,845887,6,uasin gishu: urban,uasin gishu: urban,uasin gishu,1,0,1,0,0,1,0,0,middle,poorest,20525,-73242,0.0
